frase,risco_churn
A diretoria conseguiu automatizar processos importantes com o sistema Protheus.,0
A equipe comercial está insatisfeita com o ERP nos últimos meses.,1
A experiência com o sistema de gestão tem sido muito positiva desde a última atualização.,0
A plataforma Fluig tem atendido bem nossas necessidades recentemente.,0
O processo de renovação foi simples e rápido.,0
Nosso time de TI elogiou o desempenho de o sistema Protheus no último trimestre.,0
O consultor foi muito atencioso durante a implantação.,0
A diretoria quer expandir o uso de o módulo de estoque para outros setores.,0
A experiência com o sistema de gestão tem sido muito positiva esse mês.,0
A experiência com o sistema tem sido muito positiva nos últimos meses.,0
Não tivemos nenhum problema com o módulo de vendas desde a última atualização.,0
Nossa equipe está muito satisfeita com o módulo de compras ao longo do ano.,0
A equipe de projetos conseguiu automatizar processos importantes com a plataforma.,0
Um concorrente ofereceu uma proposta melhor que o módulo de RH.,1
Nossa equipe recomendaria a plataforma para outras empresas.,0
Não tivemos nenhum problema com o módulo de estoque nos últimos meses.,0
A equipe de operações reclamou da demora do suporte sobre o sistema nos últimos dias.,1
A plataforma se mostrou estável mesmo em períodos de pico desde a última atualização.,0
O custo de o módulo de vendas aumentou e nossa equipe está reconsiderando o contrato.,1
A equipe de operações elogiou o desempenho de o sistema Protheus nos últimos dias.,0
Nosso time de TI quer expandir o uso de o sistema para outros setores.,0
O sistema Protheus tem atendido bem nossas necessidades esse mês.,0
A experiência com a plataforma tem sido muito positiva ao longo do ano.,0
A equipe de operações elogiou o desempenho de a plataforma Fluig esse mês.,0
O time de logística está insatisfeita com a plataforma recentemente.,1
Nosso time de TI está muito satisfeita com a solução da TOTVS nos últimos meses.,0
O setor de RH está insatisfeita com o ERP recentemente.,1
A equipe de projetos elogiou o desempenho de o módulo de estoque nas últimas reuniões.,0
O time financeiro está animada com os novos recursos de o módulo de RH.,0
O suporte resolveu rapidamente nosso chamado sobre o módulo de compras.,0
A equipe de compras está pensando em migrar para outra plataforma.,1
A experiência com o módulo fiscal tem sido muito positiva desde a última atualização.,0
Nosso time de TI conseguiu automatizar processos importantes com o sistema de gestão.,0
O novo dashboard facilitou o acompanhamento das metas.,0
Nosso time de TI elogiou o desempenho de o sistema Protheus nos últimos dias.,0
A plataforma apresentou instabilidade nos últimos dias.,1
A experiência com o módulo de vendas tem sido muito positiva nos últimos dias.,0
Não recebemos retorno do chamado sobre o módulo de RH há duas semanas.,1
O sistema Protheus tem atendido bem nossas necessidades nas últimas reuniões.,0
O módulo de RH apresentou lentidão constante desde a última atualização.,1
A equipe de compras está avaliando trocar o módulo de RH por outra solução.,1
A plataforma Fluig se mostrou estável mesmo em períodos de pico recentemente.,0
Não recebemos retorno do chamado sobre o módulo financeiro recentemente.,1
O time de logística elogiou o desempenho de a plataforma Fluig no último trimestre.,0
O time de logística reclamou da demora do suporte sobre o módulo financeiro no último trimestre.,1
Nossa equipe está frustrada com a complexidade de o módulo de estoque.,1
Nossa gerência está muito satisfeita com o módulo fiscal nos últimos dias.,0
O time de logística está muito satisfeita com a plataforma no último trimestre.,0
A equipe de projetos está muito satisfeita com a plataforma Fluig recentemente.,0
Nossa equipe conseguiu automatizar processos importantes com o módulo de compras.,0
Nosso time de TI está animada com os novos recursos de o ERP.,0
O sistema apresentou lentidão constante essa semana.,1
O setor de RH elogiou o desempenho de a plataforma essa semana.,0
O time de logística está muito satisfeita com a solução da TOTVS esse mês.,0
O time de logística reclamou da demora do suporte sobre o módulo de RH desde a última atualização.,1
O sistema Protheus se mostrou estável mesmo em períodos de pico nos últimos dias.,0
O time de suporte interno está muito satisfeita com o módulo de estoque recentemente.,0
Não tivemos nenhum problema com o módulo de RM nas últimas reuniões.,0
O time de suporte interno quer expandir o uso de o sistema de gestão para outros setores.,0
A equipe comercial elogiou o desempenho de o módulo de estoque ao longo do ano.,0
Nossa equipe está insatisfeita com o ERP nas últimas reuniões.,1
O módulo de RH tem atendido bem nossas necessidades essa semana.,0
O ERP apresentou lentidão constante no último trimestre.,1
Não recebemos retorno do chamado sobre a plataforma Fluig ao longo do ano.,1
A equipe de projetos questiona se vale a pena continuar pagando por a plataforma.,1
Nossa gerência está frustrada com a complexidade de o sistema de gestão.,1
Nossa equipe reclamou da demora do suporte sobre o módulo financeiro ao longo do ano.,1
A equipe de projetos está muito satisfeita com o ERP nos últimos dias.,0
Nossa equipe elogiou o desempenho de o sistema Protheus nos últimos dias.,0
A equipe de projetos está avaliando trocar a plataforma Fluig por outra solução.,1
O sistema de gestão tem atendido bem nossas necessidades nos últimos dias.,0
O time de suporte interno está muito satisfeita com a plataforma Fluig nas últimas reuniões.,0
O desempenho do sistema melhorou muito após a última atualização.,0
O time de logística está animada com os novos recursos de a plataforma.,0
A equipe comercial conseguiu automatizar processos importantes com o módulo de compras.,0
Tivemos perda de dados usando a solução da TOTVS no último trimestre.,1
O time de suporte interno conseguiu automatizar processos importantes com o módulo de compras.,0
A diretoria está frustrada com a complexidade de o sistema.,1
O sistema de gestão tem atendido bem nossas necessidades nos últimos meses.,0
O setor de RH está muito satisfeita com o módulo financeiro esse mês.,0
Nossa gerência quer expandir o uso de o módulo de vendas para outros setores.,0
O custo de o sistema de gestão aumentou e o time de suporte interno está reconsiderando o contrato.,1
O time financeiro está insatisfeita com a plataforma Fluig recentemente.,1
A equipe de operações questiona se vale a pena continuar pagando por o módulo de vendas.,1
O sistema Protheus se mostrou estável mesmo em períodos de pico nos últimos meses.,0
A diretoria elogiou o desempenho de a solução da TOTVS há duas semanas.,0
A equipe de compras questiona se vale a pena continuar pagando por a plataforma.,1
A diretoria está muito satisfeita com a plataforma Fluig nos últimos dias.,0
Não recebemos retorno do chamado sobre o módulo de RM nos últimos meses.,1
O time de logística recomendaria o sistema para outras empresas.,0
A equipe de operações recomendaria o ERP para outras empresas.,0
O módulo de estoque se mostrou estável mesmo em períodos de pico desde a última atualização.,0
O setor de RH conseguiu automatizar processos importantes com o sistema de gestão.,0
Nossa gerência está animada com os novos recursos de o módulo de RH.,0
Nosso time de TI está muito satisfeita com o ERP ao longo do ano.,0
Não tivemos nenhum problema com o módulo de estoque nas últimas reuniões.,0
O time financeiro elogiou o desempenho de o módulo financeiro essa semana.,0
A equipe de operações está avaliando trocar o sistema por outra solução.,1
Nosso time de TI está muito satisfeita com o módulo de estoque há duas semanas.,0
O custo de o sistema Protheus aumentou e o time de suporte interno está reconsiderando o contrato.,1
A diretoria recomendaria o módulo de RH para outras empresas.,0
Nossa gerência elogiou o desempenho de o sistema nos últimos dias.,0
Nossa gerência questiona se vale a pena continuar pagando por o sistema.,1
O setor de RH está muito satisfeita com o ERP nos últimos dias.,0
O time de logística reclamou da demora do suporte sobre o módulo de vendas no último trimestre.,1
O time financeiro recomendaria o módulo de estoque para outras empresas.,0
Nosso time de TI está insatisfeita com o sistema nos últimos meses.,1
Nossa equipe está animada com os novos recursos de o módulo de vendas.,0
O time de logística está animada com os novos recursos de a solução da TOTVS.,0
Tivemos perda de dados usando a solução da TOTVS esse mês.,1
O setor de RH está avaliando trocar o sistema de gestão por outra solução.,1
A equipe comercial está frustrada com a complexidade de a plataforma Fluig.,1
A solução da TOTVS tem atendido bem nossas necessidades essa semana.,0
A equipe de compras conseguiu automatizar processos importantes com o módulo fiscal.,0
Nosso time de TI recomendaria o sistema Protheus para outras empresas.,0
Nosso time de TI questiona se vale a pena continuar pagando por o sistema de gestão.,1
O time de logística quer expandir o uso de o módulo de RM para outros setores.,0
A experiência com o módulo de vendas tem sido muito positiva há duas semanas.,0
O módulo fiscal apresentou lentidão constante há duas semanas.,1
A diretoria elogiou o desempenho de o módulo de vendas há duas semanas.,0
A equipe de operações questiona se vale a pena continuar pagando por o sistema de gestão.,1
O time de logística quer expandir o uso de o módulo de vendas para outros setores.,0
O custo de o módulo de estoque aumentou e nosso time de TI está reconsiderando o contrato.,1
Não tivemos nenhum problema com o módulo fiscal ao longo do ano.,0
O time financeiro está insatisfeita com o ERP esse mês.,1
A equipe de projetos questiona se vale a pena continuar pagando por o módulo de RM.,1
A plataforma Fluig se mostrou estável mesmo em períodos de pico nos últimos dias.,0
Nossa equipe reclamou da demora do suporte sobre o sistema de gestão nos últimos meses.,1
Nossa gerência elogiou o desempenho de o módulo de compras desde a última atualização.,0
O sistema Protheus se mostrou estável mesmo em períodos de pico essa semana.,0
O time financeiro quer expandir o uso de o ERP para outros setores.,0
O setor de RH está animada com os novos recursos de o sistema de gestão.,0
O módulo de estoque se mostrou estável mesmo em períodos de pico no último trimestre.,0
Nossa gerência conseguiu automatizar processos importantes com o sistema.,0
A experiência com o módulo de estoque tem sido muito positiva nos últimos meses.,0
O setor de RH está muito satisfeita com o módulo de RH recentemente.,0
A diretoria quer expandir o uso de o módulo de RH para outros setores.,0
O time de logística está animada com os novos recursos de o módulo financeiro.,0
Não recebemos retorno do chamado sobre o sistema nos últimos meses.,1
O setor de RH elogiou o desempenho de o módulo de compras ao longo do ano.,0
O setor de RH reclamou da demora do suporte sobre o módulo financeiro nos últimos dias.,1
O time financeiro está muito satisfeita com o sistema há duas semanas.,0
O custo de o sistema Protheus aumentou e a equipe comercial está reconsiderando o contrato.,1
A equipe de projetos elogiou o desempenho de o módulo de estoque ao longo do ano.,0
A equipe comercial está muito satisfeita com a solução da TOTVS esse mês.,0
O módulo fiscal apresentou lentidão constante nos últimos meses.,1
Nossa equipe recomendaria a plataforma Fluig para outras empresas.,0
A experiência com o sistema de gestão tem sido muito positiva ao longo do ano.,0
A experiência com o módulo de compras tem sido muito positiva esse mês.,0
O time de suporte interno está avaliando trocar o sistema Protheus por outra solução.,1
Tivemos perda de dados usando o módulo de vendas esse mês.,1
A equipe de projetos quer expandir o uso de a plataforma Fluig para outros setores.,0
A diretoria está frustrada com a complexidade de o módulo financeiro.,1
A diretoria está animada com os novos recursos de o módulo de estoque.,0
A equipe comercial questiona se vale a pena continuar pagando por a solução da TOTVS.,1
O módulo de vendas se mostrou estável mesmo em períodos de pico há duas semanas.,0
A equipe de operações quer expandir o uso de o módulo de compras para outros setores.,0
O setor de RH reclamou da demora do suporte sobre o módulo de RM no último trimestre.,1
O setor de RH elogiou o desempenho de o módulo de RH recentemente.,0
A experiência com a plataforma tem sido muito positiva nos últimos dias.,0
O custo de o módulo de compras aumentou e nosso time de TI está reconsiderando o contrato.,1
Nossa gerência questiona se vale a pena continuar pagando por o módulo de compras.,1
Nossa equipe quer expandir o uso de o módulo fiscal para outros setores.,0
Nosso time de TI está frustrada com a complexidade de o módulo de RH.,1
A equipe comercial quer expandir o uso de o módulo de RM para outros setores.,0
O módulo de RH se mostrou estável mesmo em períodos de pico ao longo do ano.,0
A experiência com a solução da TOTVS tem sido muito positiva no último trimestre.,0
A equipe comercial reclamou da demora do suporte sobre o módulo de RH essa semana.,1
A solução da TOTVS apresentou instabilidade esse mês.,1
O setor de RH conseguiu automatizar processos importantes com o sistema.,0
O módulo financeiro tem atendido bem nossas necessidades nas últimas reuniões.,0
O ERP tem atendido bem nossas necessidades recentemente.,0
Nossa gerência está muito satisfeita com o sistema Protheus recentemente.,0
O relatório gerencial ficou exatamente como esperávamos.,0
O time financeiro quer expandir o uso de a plataforma para outros setores.,0
Nossa equipe quer expandir o uso de o ERP para outros setores.,0
Nosso time de TI elogiou a estabilidade do ambiente.,0
A equipe de projetos está muito satisfeita com o módulo de RH ao longo do ano.,0
Não tivemos nenhum problema com a solução da TOTVS há duas semanas.,0
Não recebemos retorno do chamado sobre o ERP essa semana.,1
A equipe de operações elogiou o desempenho de o módulo financeiro ao longo do ano.,0
O módulo de vendas apresentou instabilidade nas últimas reuniões.,1
A diretoria reclamou da demora do suporte sobre o sistema essa semana.,1
O módulo financeiro se mostrou estável mesmo em períodos de pico esse mês.,0
A experiência com o sistema Protheus tem sido muito positiva há duas semanas.,0
O time financeiro quer expandir o uso de o módulo de compras para outros setores.,0
O time de logística questiona se vale a pena continuar pagando por o ERP.,1
O módulo de vendas apresentou lentidão constante no último trimestre.,1
O time financeiro elogiou o desempenho de o ERP esse mês.,0
O setor de RH recomendaria o módulo financeiro para outras empresas.,0
Nossa gerência elogiou o desempenho de a plataforma esse mês.,0
Nossa gerência recomendaria o sistema para outras empresas.,0
Nossa equipe elogiou o desempenho de o módulo de vendas no último trimestre.,0
Nosso time de TI elogiou o desempenho de o módulo de RM esse mês.,0
A equipe de compras recomendaria o sistema Protheus para outras empresas.,0
Nossa gerência reclamou da demora do suporte sobre o módulo de vendas ao longo do ano.,1
O time de logística está frustrada com a complexidade de o módulo de compras.,1
Nossa gerência questiona se vale a pena continuar pagando por o módulo de vendas.,1
O módulo de RM tem atendido bem nossas necessidades nos últimos meses.,0
Nosso time de TI está muito satisfeita com o módulo de estoque no último trimestre.,0
Tivemos problemas recorrentes de integração com outros sistemas.,1
O time de suporte interno quer expandir o uso de o módulo de compras para outros setores.,0
A equipe comercial está frustrada com a complexidade de o sistema Protheus.,1
A equipe comercial reclamou da demora do suporte sobre o módulo de estoque nos últimos meses.,1
O time financeiro questiona se vale a pena continuar pagando por o módulo financeiro.,1
A diretoria está insatisfeita com o módulo de vendas há duas semanas.,1
Nosso time de TI elogiou o desempenho de a plataforma Fluig esse mês.,0
A equipe de projetos reclamou da demora do suporte sobre o sistema nas últimas reuniões.,1
A experiência com o ERP tem sido muito positiva recentemente.,0
Não recebemos retorno do chamado sobre o módulo financeiro há duas semanas.,1
A equipe de compras está animada com os novos recursos de o módulo de estoque.,0
Não tivemos nenhum problema com a plataforma Fluig essa semana.,0
O módulo financeiro apresentou lentidão constante essa semana.,1
O time financeiro está frustrada com a complexidade de o módulo de vendas.,1
Não tivemos nenhum problema com o sistema de gestão recentemente.,0
Não tivemos nenhum problema com o módulo de RM esse mês.,0
O setor de RH questiona se vale a pena continuar pagando por o módulo financeiro.,1
Não recebemos retorno do chamado sobre a solução da TOTVS há duas semanas.,1
O módulo de estoque apresentou instabilidade esse mês.,1
Não recebemos retorno do chamado sobre o ERP ao longo do ano.,1
A equipe de operações elogiou o desempenho de o módulo de RM nas últimas reuniões.,0
Tivemos perda de dados usando o sistema Protheus ao longo do ano.,1
O time de logística recomendaria a solução da TOTVS para outras empresas.,0
Recebemos reclamações recorrentes sobre erros no módulo fiscal.,1
A equipe de projetos está muito satisfeita com a solução da TOTVS ao longo do ano.,0
Estamos avaliando contratar mais licenças para outra filial.,0
Tivemos perda de dados usando o módulo de vendas desde a última atualização.,1
A equipe de operações elogiou o desempenho de o módulo fiscal esse mês.,0
A equipe comercial está insatisfeita com o módulo de compras essa semana.,1
O sistema tem atendido bem nossas necessidades recentemente.,0
A experiência com o sistema Protheus tem sido muito positiva no último trimestre.,0
Não recebemos retorno do chamado sobre o módulo de compras recentemente.,1
O custo de o módulo de RH aumentou e a equipe de operações está reconsiderando o contrato.,1
A equipe de projetos está frustrada com a complexidade de o módulo de RM.,1
Nosso time de TI recomendaria o sistema para outras empresas.,0
Nossa equipe está pensando em migrar para outra plataforma.,1
Não tivemos nenhum problema com a plataforma Fluig esse mês.,0
A equipe reclama que o sistema é lento durante o fechamento mensal.,1
A diretoria questiona se vale a pena continuar pagando por a plataforma.,1
O setor de RH conseguiu automatizar processos importantes com o módulo de RM.,0
A equipe de operações está muito satisfeita com o módulo de estoque nos últimos dias.,0
Nosso time de TI quer expandir o uso de o sistema Protheus para outros setores.,0
A equipe de projetos quer expandir o uso de o ERP para outros setores.,0
A equipe comercial está insatisfeita com o módulo de compras ao longo do ano.,1
O módulo financeiro se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
A equipe de projetos elogiou o desempenho de o módulo de RH nos últimos dias.,0
A equipe de operações está avaliando trocar o módulo de estoque por outra solução.,1
Nossa gerência conseguiu automatizar processos importantes com a plataforma Fluig.,0
A equipe comercial está animada com os novos recursos de a plataforma.,0
A equipe comercial quer expandir o uso de o ERP para outros setores.,0
A experiência com o módulo financeiro tem sido muito positiva esse mês.,0
A equipe de compras quer expandir o uso de a plataforma Fluig para outros setores.,0
A experiência com a solução da TOTVS tem sido muito positiva desde a última atualização.,0
O ERP apresentou instabilidade esse mês.,1
O setor de RH elogiou o desempenho de o módulo de estoque nos últimos dias.,0
Nosso time de TI reclamou da demora do suporte sobre a solução da TOTVS ao longo do ano.,1
O time financeiro reclamou da demora do suporte sobre o módulo financeiro esse mês.,1
Nossa equipe está animada com os novos recursos de a solução da TOTVS.,0
A experiência com a plataforma tem sido muito positiva recentemente.,0
Nossa gerência reclamou da demora do suporte sobre o módulo financeiro recentemente.,1
Nossa gerência recomendaria a solução da TOTVS para outras empresas.,0
O módulo de vendas apresentou instabilidade recentemente.,1
Nossa equipe recomendaria o módulo fiscal para outras empresas.,0
O setor de RH está muito satisfeita com o módulo de estoque recentemente.,0
A diretoria elogiou o desempenho de o módulo de vendas nos últimos dias.,0
Não recebemos retorno do chamado sobre o módulo financeiro ao longo do ano.,1
Nossa equipe está avaliando trocar o módulo fiscal por outra solução.,1
O sistema apresentou instabilidade essa semana.,1
A plataforma se mostrou estável mesmo em períodos de pico essa semana.,0
O ERP apresentou instabilidade há duas semanas.,1
A equipe de projetos está frustrada com a complexidade de o sistema de gestão.,1
A equipe de compras está insatisfeita com o sistema de gestão recentemente.,1
O time financeiro está frustrada com a complexidade de a solução da TOTVS.,1
A equipe de operações reclamou da demora do suporte sobre o módulo de RH nas últimas reuniões.,1
A equipe de compras está muito satisfeita com o sistema de gestão nos últimos dias.,0
Não tivemos nenhum problema com o módulo de estoque desde a última atualização.,0
O sistema apresentou lentidão constante esse mês.,1
Nossa gerência está muito satisfeita com o sistema no último trimestre.,0
Nossa gerência está muito satisfeita com a solução da TOTVS ao longo do ano.,0
O setor de RH está muito satisfeita com o módulo de RH nos últimos meses.,0
O setor de RH está muito satisfeita com o sistema de gestão esse mês.,0
A equipe comercial recomendaria a plataforma Fluig para outras empresas.,0
A equipe comercial elogiou o desempenho de o sistema há duas semanas.,0
O time de suporte interno questiona se vale a pena continuar pagando por a plataforma Fluig.,1
O módulo de estoque tem atendido bem nossas necessidades nos últimos meses.,0
A diretoria está frustrada com a complexidade de o módulo de RH.,1
A atualização trouxe funcionalidades que estávamos pedindo há tempos.,0
O sistema Protheus se mostrou estável mesmo em períodos de pico no último trimestre.,0
A colaboração entre as equipes tem funcionado bem.,0
A equipe de projetos questiona se vale a pena continuar pagando por a solução da TOTVS.,1
O time de suporte interno está animada com os novos recursos de o ERP.,0
Nossa equipe elogiou o desempenho de o módulo fiscal essa semana.,0
O módulo de vendas tem atendido bem nossas necessidades ao longo do ano.,0
O setor de RH está muito satisfeita com o módulo de estoque nos últimos meses.,0
A equipe comercial elogiou o desempenho de o módulo fiscal desde a última atualização.,0
Tivemos perda de dados usando o módulo de RM no último trimestre.,1
A plataforma tem atendido bem nossas necessidades nos últimos dias.,0
O módulo de RM apresentou lentidão constante nos últimos dias.,1
Estamos satisfeitos com o nível de suporte oferecido.,0
Nossa gerência está animada com os novos recursos de a plataforma Fluig.,0
A equipe de projetos conseguiu automatizar processos importantes com o ERP.,0
O time de suporte interno elogiou o desempenho de o sistema nas últimas reuniões.,0
A experiência com o módulo de RM tem sido muito positiva desde a última atualização.,0
O sistema Protheus se mostrou estável mesmo em períodos de pico há duas semanas.,0
O time de logística recomendaria o ERP para outras empresas.,0
O custo de a plataforma aumentou e a equipe de operações está reconsiderando o contrato.,1
Não tivemos nenhum problema com o ERP essa semana.,0
O setor de RH está animada com os novos recursos de o ERP.,0
A equipe comercial está muito satisfeita com a solução da TOTVS há duas semanas.,0
A diretoria está frustrada com a complexidade de o módulo de vendas.,1
Nosso time de TI está muito satisfeita com a solução da TOTVS ao longo do ano.,0
A equipe de compras recomendaria o sistema de gestão para outras empresas.,0
O time de suporte interno está muito satisfeita com o módulo de RH nos últimos meses.,0
A equipe de operações está muito satisfeita com a plataforma Fluig nos últimos dias.,0
A diretoria está muito satisfeita com o módulo de RM essa semana.,0
O time financeiro questiona se vale a pena continuar pagando por o módulo de compras.,1
Nossa gerência está confiante na parceria com a TOTVS.,0
Tivemos perda de dados usando o módulo de estoque recentemente.,1
Nossa equipe está muito satisfeita com a plataforma Fluig nas últimas reuniões.,0
Não recebemos retorno do chamado sobre o módulo de estoque essa semana.,1
O custo de o sistema aumentou e a equipe de projetos está reconsiderando o contrato.,1
A diretoria elogiou o desempenho de o módulo de vendas nos últimos meses.,0
A equipe de compras está muito satisfeita com a solução da TOTVS no último trimestre.,0
A diretoria está muito satisfeita com o módulo de estoque nos últimos meses.,0
A plataforma Fluig apresentou instabilidade recentemente.,1
Nossa equipe quer expandir o uso de o módulo de estoque para outros setores.,0
O time de suporte interno está insatisfeita com o módulo de RH há duas semanas.,1
O setor de RH está muito satisfeita com a plataforma Fluig desde a última atualização.,0
O time de logística conseguiu automatizar processos importantes com o módulo de estoque.,0
Nossa gerência recomendaria o ERP para outras empresas.,0
A equipe de projetos está avaliando trocar o módulo de compras por outra solução.,1
A equipe comercial elogiou o desempenho de o módulo de compras há duas semanas.,0
A equipe de operações reclamou da demora do suporte sobre o sistema nos últimos meses.,1
O ERP tem atendido bem nossas necessidades no último trimestre.,0
A equipe comercial conseguiu automatizar processos importantes com o módulo fiscal.,0
O time financeiro está frustrada com a complexidade de o ERP.,1
O módulo de RM se mostrou estável mesmo em períodos de pico ao longo do ano.,0
O time de logística está muito satisfeita com o módulo financeiro recentemente.,0
Nosso time de TI está muito satisfeita com o módulo fiscal há duas semanas.,0
A diretoria elogiou o desempenho de o ERP essa semana.,0
A equipe de projetos está insatisfeita com a plataforma Fluig no último trimestre.,1
O setor de RH elogiou o desempenho de o módulo de RH nas últimas reuniões.,0
Não tivemos nenhum problema com a solução da TOTVS esse mês.,0
O módulo de compras tem atendido bem nossas necessidades essa semana.,0
Nossa equipe questiona se vale a pena continuar pagando por o ERP.,1
A equipe de projetos está muito satisfeita com o módulo de RH essa semana.,0
O time financeiro recomendaria o módulo financeiro para outras empresas.,0
Não tivemos nenhum problema com a plataforma Fluig nos últimos dias.,0
O sistema Protheus apresentou instabilidade esse mês.,1
O módulo financeiro se mostrou estável mesmo em períodos de pico essa semana.,0
A equipe de compras está insatisfeita com o ERP ao longo do ano.,1
O time financeiro está muito satisfeita com a plataforma no último trimestre.,0
A plataforma Fluig se mostrou estável mesmo em períodos de pico ao longo do ano.,0
A equipe de projetos está muito satisfeita com o módulo financeiro nas últimas reuniões.,0
O módulo fiscal apresentou lentidão constante essa semana.,1
O time financeiro está frustrada com a complexidade de a plataforma.,1
Não tivemos nenhum problema com a solução da TOTVS nos últimos meses.,0
O módulo fiscal se mostrou estável mesmo em períodos de pico nos últimos dias.,0
O time financeiro está muito satisfeita com o módulo de estoque nas últimas reuniões.,0
Não tivemos nenhum problema com o sistema de gestão no último trimestre.,0
A equipe de projetos recomendaria o sistema para outras empresas.,0
Tivemos perda de dados usando o módulo de estoque esse mês.,1
A equipe comercial recomendaria o módulo fiscal para outras empresas.,0
O módulo de estoque tem atendido bem nossas necessidades há duas semanas.,0
A diretoria está muito satisfeita com a plataforma nos últimos dias.,0
Nossa gerência recomendaria o módulo de vendas para outras empresas.,0
A equipe de projetos elogiou o desempenho de o sistema Protheus esse mês.,0
A diretoria está avaliando trocar a plataforma por outra solução.,1
Nossa equipe recomendaria o módulo de RM para outras empresas.,0
O time de suporte interno elogiou o desempenho de a solução da TOTVS no último trimestre.,0
O time de logística está frustrada com a complexidade de o módulo de vendas.,1
O custo de o módulo financeiro aumentou e o time de logística está reconsiderando o contrato.,1
O time de suporte interno está muito satisfeita com o módulo financeiro ao longo do ano.,0
A diretoria está muito satisfeita com o módulo financeiro recentemente.,0
A diretoria elogiou o desempenho de o sistema Protheus há duas semanas.,0
Nosso time de TI está insatisfeita com o sistema Protheus essa semana.,1
Não tivemos nenhum problema com o módulo financeiro nos últimos dias.,0
A equipe de projetos recomendaria o sistema de gestão para outras empresas.,0
Não tivemos nenhum problema com o módulo de estoque no último trimestre.,0
A equipe de projetos está muito satisfeita com a plataforma Fluig nas últimas reuniões.,0
Tivemos perda de dados usando a plataforma ao longo do ano.,1
O time de suporte interno elogiou o desempenho de a plataforma essa semana.,0
A diretoria recomendaria a plataforma Fluig para outras empresas.,0
O time de suporte interno está pensando em migrar para outra plataforma.,1
O time de suporte interno elogiou o desempenho de o módulo de RM esse mês.,0
O sistema tem atendido bem nossas necessidades nos últimos meses.,0
Tivemos perda de dados usando o módulo financeiro nas últimas reuniões.,1
A diretoria está muito satisfeita com a plataforma essa semana.,0
Tivemos perda de dados usando o módulo fiscal desde a última atualização.,1
A experiência com o módulo de compras tem sido muito positiva essa semana.,0
O time financeiro está animada com os novos recursos de o módulo financeiro.,0
A equipe de projetos conseguiu automatizar processos importantes com o módulo de estoque.,0
O módulo de estoque tem atendido bem nossas necessidades esse mês.,0
A equipe de compras está frustrada com a complexidade de o módulo de vendas.,1
O setor de RH elogiou o desempenho de a plataforma Fluig nas últimas reuniões.,0
O setor de RH está insatisfeita com o sistema Protheus esse mês.,1
Não recebemos retorno do chamado sobre o módulo de RM essa semana.,1
A experiência com a plataforma tem sido muito positiva desde a última atualização.,0
O módulo financeiro tem atendido bem nossas necessidades desde a última atualização.,0
Nosso time de TI está muito satisfeita com o ERP essa semana.,0
O time de suporte interno está muito satisfeita com a plataforma desde a última atualização.,0
O módulo fiscal tem atendido bem nossas necessidades nas últimas reuniões.,0
Não tivemos nenhum problema com o módulo de compras essa semana.,0
A plataforma apresentou lentidão constante há duas semanas.,1
O time de logística elogiou o desempenho de o módulo fiscal no último trimestre.,0
A experiência com o módulo de RM tem sido muito positiva recentemente.,0
Tivemos perda de dados usando a plataforma esse mês.,1
Não tivemos nenhum problema com o módulo de vendas recentemente.,0
Conseguimos cumprir o fechamento fiscal sem atrasos.,0
Nosso time de TI recomendaria a solução da TOTVS para outras empresas.,0
Nossa equipe conseguiu automatizar processos importantes com o módulo financeiro.,0
Tivemos perda de dados usando o módulo fiscal nas últimas reuniões.,1
A equipe comercial está avaliando trocar a plataforma Fluig por outra solução.,1
A equipe de operações questiona se vale a pena continuar pagando por o sistema.,1
O sistema de gestão tem atendido bem nossas necessidades no último trimestre.,0
Não tivemos nenhum problema com o sistema Protheus nas últimas reuniões.,0
Não recebemos retorno do chamado sobre o sistema no último trimestre.,1
A equipe financeira elogiou o novo módulo de contas a pagar.,0
A plataforma Fluig se mostrou estável mesmo em períodos de pico essa semana.,0
O time financeiro elogiou o desempenho de o módulo de vendas recentemente.,0
O módulo financeiro tem atendido bem nossas necessidades há duas semanas.,0
A equipe comercial conseguiu automatizar processos importantes com o módulo financeiro.,0
O setor de RH recomendaria o módulo de RH para outras empresas.,0
A equipe comercial quer expandir o uso de a plataforma para outros setores.,0
Nosso time de TI elogiou o desempenho de o módulo de RM há duas semanas.,0
Nossa equipe está muito satisfeita com a solução da TOTVS nas últimas reuniões.,0
O time de suporte interno está muito satisfeita com o módulo de vendas desde a última atualização.,0
A equipe de compras conseguiu automatizar processos importantes com o sistema Protheus.,0
O custo de o módulo financeiro aumentou e nossa equipe está reconsiderando o contrato.,1
O time de logística está muito satisfeita com o módulo financeiro esse mês.,0
O time financeiro está muito satisfeita com o módulo de vendas desde a última atualização.,0
O time de logística está muito satisfeita com a plataforma Fluig ao longo do ano.,0
A equipe comercial quer expandir o uso de o sistema Protheus para outros setores.,0
Não recebemos retorno do chamado sobre o módulo de compras desde a última atualização.,1
O ERP apresentou lentidão constante essa semana.,1
O setor de RH recomendaria o sistema para outras empresas.,0
Nossa gerência recomendaria o módulo de RH para outras empresas.,0
A equipe de compras reclamou da demora do suporte sobre o sistema de gestão recentemente.,1
O setor de RH questiona se vale a pena continuar pagando por o sistema.,1
A equipe de operações recomendaria o sistema Protheus para outras empresas.,0
Não tivemos nenhum problema com a plataforma nas últimas reuniões.,0
