frase,risco_churn
A diretoria está muito satisfeita com o módulo fiscal nas últimas reuniões.,0
A plataforma apresentou instabilidade esse mês.,1
A equipe de operações elogiou o desempenho de o módulo de compras ao longo do ano.,0
O setor de RH está avaliando trocar o módulo de RM por outra solução.,1
O sistema Protheus se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
A equipe de compras recomendaria o módulo de compras para outras empresas.,0
O módulo de compras tem atendido bem nossas necessidades desde a última atualização.,0
O módulo de RH apresentou lentidão constante nas últimas reuniões.,1
Não tivemos nenhum problema com o módulo de estoque recentemente.,0
O time de logística recomendaria o módulo de RH para outras empresas.,0
A equipe de projetos elogiou o desempenho de o módulo de estoque nos últimos meses.,0
O custo de o sistema aumentou e o time de logística está reconsiderando o contrato.,1
A equipe de projetos está avaliando trocar o módulo de RM por outra solução.,1
A equipe de projetos está muito satisfeita com o sistema Protheus nas últimas reuniões.,0
A experiência com a solução da TOTVS tem sido muito positiva esse mês.,0
A equipe de projetos elogiou o desempenho de o ERP recentemente.,0
A equipe de operações está animada com os novos recursos de o módulo de RM.,0
O setor de RH recomendaria o módulo de RM para outras empresas.,0
Nosso time de TI quer expandir o uso de o módulo financeiro para outros setores.,0
Não recebemos retorno do chamado sobre o módulo de estoque nas últimas reuniões.,1
O time de logística recomendaria a plataforma para outras empresas.,0
Nossa equipe conseguiu automatizar processos importantes com o módulo de RM.,0
A equipe de compras elogiou o desempenho de o sistema Protheus nas últimas reuniões.,0
O time financeiro questiona se vale a pena continuar pagando por o módulo de RH.,1
A experiência com o módulo de RM tem sido muito positiva esse mês.,0
A equipe de projetos quer expandir o uso de o módulo de RH para outros setores.,0
O time de suporte interno está insatisfeita com o módulo de compras desde a última atualização.,1
A equipe está insatisfeita com a complexidade do módulo fiscal.,1
A experiência com a plataforma Fluig tem sido muito positiva no último trimestre.,0
O time de suporte interno conseguiu automatizar processos importantes com o sistema.,0
Tivemos perda de dados usando o módulo de compras nos últimos dias.,1
Não tivemos nenhum problema com o módulo de compras recentemente.,0
A equipe de operações está frustrada com a complexidade de a solução da TOTVS.,1
A equipe comercial quer expandir o uso de o sistema de gestão para outros setores.,0
A equipe de operações está animada com os novos recursos de o sistema Protheus.,0
O módulo de RM tem atendido bem nossas necessidades ao longo do ano.,0
A equipe comercial está insatisfeita com o módulo de vendas há duas semanas.,1
A experiência com o módulo fiscal tem sido muito positiva nos últimos dias.,0
A equipe comercial está muito satisfeita com o sistema Protheus recentemente.,0
O módulo fiscal tem atendido bem nossas necessidades desde a última atualização.,0
O suporte resolveu rapidamente nosso chamado sobre a plataforma.,0
A experiência com o sistema tem sido muito positiva há duas semanas.,0
O setor de RH recomendaria o módulo fiscal para outras empresas.,0
Um concorrente ofereceu uma proposta melhor que a solução da TOTVS.,1
O módulo de RH tem atendido bem nossas necessidades há duas semanas.,0
O time de logística quer expandir o uso de a solução da TOTVS para outros setores.,0
O time de logística conseguiu automatizar processos importantes com o ERP.,0
Nossa gerência recomendaria o módulo de compras para outras empresas.,0
A equipe de projetos quer expandir o uso de o sistema de gestão para outros setores.,0
Nosso time de TI reclamou da demora do suporte sobre o módulo de estoque recentemente.,1
Tivemos perda de dados usando o módulo fiscal recentemente.,1
A equipe de projetos está muito satisfeita com a plataforma há duas semanas.,0
A diretoria questiona se vale a pena continuar pagando por o ERP.,1
O módulo de RM apresentou lentidão constante recentemente.,1
O time de logística elogiou o desempenho de o módulo de vendas desde a última atualização.,0
Nossa equipe reclamou da demora do suporte sobre a solução da TOTVS essa semana.,1
A equipe de projetos está animada com os novos recursos de o sistema de gestão.,0
O módulo de compras se mostrou estável mesmo em períodos de pico nos últimos dias.,0
Não recebemos retorno do chamado sobre a plataforma esse mês.,1
O time de suporte interno elogiou o desempenho de o sistema Protheus recentemente.,0
O módulo de estoque se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
O módulo fiscal se mostrou estável mesmo em períodos de pico essa semana.,0
Nossa gerência está muito satisfeita com a plataforma há duas semanas.,0
Não tivemos nenhum problema com o módulo de vendas nas últimas reuniões.,0
O setor de RH está frustrada com a complexidade de o módulo de estoque.,1
Nosso time de TI recomendaria o módulo de RH para outras empresas.,0
O custo de o sistema Protheus aumentou e o time financeiro está reconsiderando o contrato.,1
A equipe de projetos está avaliando trocar o sistema por outra solução.,1
O sistema tem se mostrado estável mesmo em períodos de pico.,0
A experiência com o módulo de vendas tem sido muito positiva desde a última atualização.,0
A diretoria recomendaria o ERP para outras empresas.,0
O módulo financeiro tem atendido bem nossas necessidades recentemente.,0
O time financeiro está insatisfeita com o módulo de RM nas últimas reuniões.,1
O custo de o módulo de compras aumentou e nossa gerência está reconsiderando o contrato.,1
Não recebemos retorno do chamado sobre o módulo de vendas desde a última atualização.,1
O time de logística conseguiu automatizar processos importantes com o módulo de vendas.,0
A diretoria pediu uma análise de custo-benefício antes de renovar.,1
O time financeiro conseguiu automatizar processos importantes com o sistema Protheus.,0
A equipe de projetos conseguiu automatizar processos importantes com a plataforma Fluig.,0
A diretoria está questionando se vale a pena continuar com o contrato.,1
Não tivemos nenhum problema com o sistema ao longo do ano.,0
O sistema tem atendido bem nossas necessidades nos últimos dias.,0
A equipe de projetos elogiou o desempenho de o módulo de RM no último trimestre.,0
A equipe de projetos está animada com os novos recursos de o módulo financeiro.,0
Não tivemos nenhum problema com o módulo fiscal essa semana.,0
A experiência com a solução da TOTVS tem sido muito positiva há duas semanas.,0
Não recebemos retorno do chamado sobre o módulo de estoque recentemente.,1
O time de suporte interno elogiou o desempenho de o sistema de gestão desde a última atualização.,0
Não tivemos nenhum problema com a plataforma Fluig desde a última atualização.,0
O time financeiro está muito satisfeita com o sistema Protheus nos últimos meses.,0
A diretoria elogiou o desempenho de o módulo de RM ao longo do ano.,0
O módulo de RM apresentou instabilidade esse mês.,1
O módulo de vendas tem atendido bem nossas necessidades nas últimas reuniões.,0
A diretoria está muito satisfeita com a plataforma nos últimos meses.,0
Nosso time de TI está animada com os novos recursos de o módulo financeiro.,0
A equipe de operações está muito satisfeita com a plataforma há duas semanas.,0
A plataforma Fluig apresentou lentidão constante nas últimas reuniões.,1
Nosso time de TI questiona se vale a pena continuar pagando por o ERP.,1
A equipe de compras elogiou o desempenho de o módulo de compras esse mês.,0
O time financeiro conseguiu automatizar processos importantes com o módulo de estoque.,0
Não recebemos retorno do chamado sobre o sistema Protheus há duas semanas.,1
O time financeiro está muito satisfeita com o módulo de estoque no último trimestre.,0
Não recebemos retorno do chamado sobre a plataforma há duas semanas.,1
A plataforma Fluig apresentou instabilidade nos últimos dias.,1
Tivemos perda de dados usando o módulo de compras há duas semanas.,1
O custo de o sistema de gestão aumentou e o setor de RH está reconsiderando o contrato.,1
A equipe de operações reclamou da demora do suporte sobre a plataforma nos últimos meses.,1
A diretoria quer expandir o uso de o módulo de compras para outros setores.,0
O custo de o sistema Protheus aumentou e a diretoria está reconsiderando o contrato.,1
O módulo de compras se mostrou estável mesmo em períodos de pico esse mês.,0
A equipe de operações está insatisfeita com o módulo financeiro nos últimos dias.,1
O suporte resolveu rapidamente nosso chamado sobre o ERP.,0
O time de logística está frustrada com a complexidade de o módulo fiscal.,1
A experiência com a plataforma tem sido muito positiva no último trimestre.,0
O time financeiro está muito satisfeita com a solução da TOTVS no último trimestre.,0
O módulo de compras apresentou instabilidade no último trimestre.,1
O time financeiro reclamou da demora do suporte sobre o módulo de RH ao longo do ano.,1
A diretoria recomendaria o módulo fiscal para outras empresas.,0
O sistema se mostrou estável mesmo em períodos de pico desde a última atualização.,0
A equipe de operações conseguiu automatizar processos importantes com o módulo financeiro.,0
Nossa equipe elogiou o desempenho de o módulo fiscal ao longo do ano.,0
O sistema Protheus tem atendido bem nossas necessidades recentemente.,0
O time de logística questiona se vale a pena continuar pagando por o sistema.,1
A plataforma Fluig tem atendido bem nossas necessidades esse mês.,0
A equipe de projetos questiona se vale a pena continuar pagando por o módulo de vendas.,1
A experiência com a solução da TOTVS tem sido muito positiva nos últimos dias.,0
A equipe de operações conseguiu automatizar processos importantes com o módulo de compras.,0
Nosso time de TI está insatisfeita com o módulo fiscal no último trimestre.,1
A equipe de compras reclamou da demora do suporte sobre a solução da TOTVS nos últimos meses.,1
A equipe de projetos está muito satisfeita com a solução da TOTVS nos últimos meses.,0
A experiência com o módulo de compras tem sido muito positiva ao longo do ano.,0
O custo de a solução da TOTVS aumentou e a equipe comercial está reconsiderando o contrato.,1
A equipe de compras elogiou o desempenho de a plataforma Fluig esse mês.,0
O time de logística conseguiu automatizar processos importantes com o módulo de RM.,0
Nosso time de TI está muito satisfeita com o módulo de vendas ao longo do ano.,0
Nosso time de TI conseguiu automatizar processos importantes com o ERP.,0
O time de suporte interno está insatisfeita com o módulo de estoque esse mês.,1
A equipe de projetos está insatisfeita com o módulo de compras no último trimestre.,1
Não recebemos retorno do chamado sobre o módulo de vendas nas últimas reuniões.,1
O time financeiro está animada com os novos recursos de o módulo de RM.,0
O setor de RH está animada com os novos recursos de o módulo de estoque.,0
O módulo financeiro se mostrou estável mesmo em períodos de pico nos últimos dias.,0
A experiência com o módulo de estoque tem sido muito positiva recentemente.,0
A equipe comercial está muito satisfeita com o sistema Protheus há duas semanas.,0
A diretoria está muito satisfeita com o módulo de vendas recentemente.,0
O time financeiro elogiou o desempenho de o sistema essa semana.,0
Não tivemos nenhum problema com o sistema Protheus ao longo do ano.,0
O módulo fiscal apresentou lentidão constante desde a última atualização.,1
O custo de o módulo de vendas aumentou e a diretoria está reconsiderando o contrato.,1
O módulo de RM se mostrou estável mesmo em períodos de pico no último trimestre.,0
O módulo de compras tem atendido bem nossas necessidades recentemente.,0
O sistema Protheus apresentou instabilidade essa semana.,1
Tivemos perda de dados usando o módulo de compras nos últimos meses.,1
A experiência com o módulo de vendas tem sido muito positiva ao longo do ano.,0
O time de suporte interno quer expandir o uso de o módulo financeiro para outros setores.,0
O time de suporte interno recomendaria o módulo de RM para outras empresas.,0
A equipe de projetos está muito satisfeita com o módulo de estoque esse mês.,0
A equipe comercial elogiou o desempenho de o módulo de RM nas últimas reuniões.,0
A experiência geral com a TOTVS tem sido positiva.,0
A equipe de projetos recomendaria a plataforma para outras empresas.,0
Nossa equipe recomendaria o ERP para outras empresas.,0
A equipe de compras quer expandir o uso de o módulo fiscal para outros setores.,0
